,portfolio,date
474,16076.708964954756,2018-11-19
475,15671.679073380681,2018-11-20
476,15674.418902533938,2018-11-21
477,15486.735268010418,2018-11-23
478,15849.843550432583,2018-11-26
479,15910.653884681458,2018-11-27
480,16415.026564110754,2018-11-28
481,16294.421825233558,2018-11-29
482,16507.568653748902,2018-11-30
483,16695.69567381774,2018-12-03
484,15952.428664963234,2018-12-04
485,15934.697138472693,2018-12-06
486,15512.90159099945,2018-12-07
487,15501.94870322926,2018-12-10
488,15464.804608139271,2018-12-11
489,15642.143550228162,2018-12-12
490,15649.980779033292,2018-12-13
491,15385.051244468423,2018-12-14
492,15000.966049773459,2018-12-17
493,15072.1809730691,2018-12-18
494,14726.604597274963,2018-12-19
495,14386.901563636295,2018-12-20
496,13836.042978886047,2018-12-21
497,13524.438889373543,2018-12-24
498,14331.766454533223,2018-12-26
499,14427.557162896439,2018-12-27
500,14389.171838075592,2018-12-28
501,14582.085245065125,2018-12-31
502,14615.149064224986,2019-01-02
503,13924.851814239773,2019-01-03
504,14471.73348519291,2019-01-04
505,14547.153781480005,2019-01-07
506,14686.68628139361,2019-01-08
507,14768.196843794012,2019-01-09
508,14781.216151501321,2019-01-10
509,14743.244199283947,2019-01-11
510,14626.083522633206,2019-01-14
511,14721.744238360654,2019-01-15
512,14833.544611609359,2019-01-16
513,14929.633510582084,2019-01-17
514,15074.8357459968,2019-01-18
515,14872.905728324098,2019-01-22
516,14920.598110727527,2019-01-23
517,14887.452723201735,2019-01-24
518,15115.702823739392,2019-01-25
519,14869.853415732687,2019-01-28
520,14877.397713613493,2019-01-29
521,15206.46695018093,2019-01-30
522,15254.003232930356,2019-01-31
523,15296.631329469852,2019-02-01
524,15511.989150988999,2019-02-04
525,15750.77226191762,2019-02-05
526,15831.37519770868,2019-02-06
527,15622.012731061426,2019-02-07
528,15638.8447087471,2019-02-08
529,15647.207556608671,2019-02-11
530,15872.83122594915,2019-02-12
531,15905.598994321173,2019-02-13
532,15849.229931711472,2019-02-14
533,16004.590664622328,2019-02-15
534,15945.837687273111,2019-02-19
535,16036.517391811318,2019-02-20
536,15958.59685191718,2019-02-21
537,16123.365500614449,2019-02-22
538,16163.068864380682,2019-02-25
539,16169.369339823323,2019-02-26
540,16298.358477887336,2019-02-27
541,16291.755407114897,2019-02-28
542,16414.12699068634,2019-03-01
543,16393.58607820196,2019-03-04
544,16355.03676382648,2019-03-05
545,16328.10267868646,2019-03-06
546,16171.528912411904,2019-03-07
547,16179.45792876363,2019-03-08
548,16421.594694985113,2019-03-11
549,16535.54844260175,2019-03-12
550,16707.858882940855,2019-03-13
551,16764.21834988562,2019-03-14
552,16930.52267050528,2019-03-15
553,16965.2209959208,2019-03-18
554,16859.44070521439,2019-03-19
555,16758.55431666675,2019-03-20
556,17042.062929340376,2019-03-21
557,16667.981445784568,2019-03-22
558,16584.907724072174,2019-03-25
559,16591.107950415237,2019-03-26
560,16534.008790435655,2019-03-27
561,16584.89561468084,2019-03-28
562,16699.592923155964,2019-03-29
563,16936.539213913602,2019-04-01
564,16973.221430546877,2019-04-02
565,16995.52829434861,2019-04-03
566,16981.90417611218,2019-04-04
567,17154.483189051327,2019-04-05
568,17192.800783231014,2019-04-08
569,17069.89613910536,2019-04-09
570,17127.532041873666,2019-04-10
571,17057.78233043724,2019-04-11
572,17119.429700803237,2019-04-12
573,17098.537661628143,2019-04-15
574,17130.971504303336,2019-04-16
575,17079.847373234028,2019-04-17
576,17107.96748305433,2019-04-18
577,17025.863620719614,2019-04-22
578,17291.01144458136,2019-04-23
579,17226.13034059197,2019-04-24
580,17338.336227658776,2019-04-25
581,17427.483455357946,2019-04-26
582,17377.45884064539,2019-04-29
583,17251.338008355757,2019-04-30
584,17417.935011708567,2019-05-01
585,17382.3743074556,2019-05-02
586,17594.899757516898,2019-05-03
587,17506.01469501328,2019-05-06
588,17223.87793270094,2019-05-07
589,17169.02400303355,2019-05-08
590,17106.339708341016,2019-05-09
591,17133.036124736886,2019-05-10
592,16527.36571587365,2019-05-13
593,16738.89451157209,2019-05-14
594,16841.543765095423,2019-05-15
595,16966.270542569106,2019-05-16
596,16858.719751245964,2019-05-17
597,16739.10456337844,2019-05-20
598,16909.416890518343,2019-05-21
599,16787.043335136266,2019-05-22
600,16575.13825224377,2019-05-23
601,16618.31199918795,2019-05-24
602,16472.62589876147,2019-05-28
603,16368.814126448247,2019-05-29
604,16344.854034479762,2019-05-30
605,16079.259948558227,2019-05-31
606,16163.37074768245,2019-06-03
607,16494.183308955195,2019-06-04
608,16641.34460438032,2019-06-05
609,16814.84203608199,2019-06-06
610,17036.89773125056,2019-06-07
611,17172.06943363465,2019-06-10
612,17210.790010436453,2019-06-11
613,17157.58900010377,2019-06-12
614,17214.249396693693,2019-06-13
615,17174.7839349121,2019-06-14
616,17267.784846138686,2019-06-17
617,17706.6727275717,2019-06-18
618,17699.08631111391,2019-06-19
619,17859.353461770996,2019-06-20
620,17853.875742416225,2019-06-21
621,17813.178623960353,2019-06-24
622,17649.769586381426,2019-06-25
623,17804.083389281946,2019-06-26
624,17727.085778128072,2019-06-27
625,17712.945129635387,2019-06-28
626,17870.07461511391,2019-07-01
627,17886.04359775743,2019-07-02
628,18032.15077117202,2019-07-03
629,17967.793771399323,2019-07-05
630,17743.617446645003,2019-07-08
631,17830.81068889399,2019-07-09
632,17962.28682502344,2019-07-10
633,17827.321355901666,2019-07-11
634,17872.655632141978,2019-07-12
635,17957.54999807629,2019-07-15
636,17962.135027172026,2019-07-16
637,17861.44377058379,2019-07-17
638,18064.274767683997,2019-07-18
639,17786.47004651977,2019-07-19
640,17846.90293820711,2019-07-22
641,17980.554798118443,2019-07-23
642,17927.18294135585,2019-07-24
643,17782.903709988455,2019-07-25
644,17835.17449298718,2019-07-26
645,17930.475334216735,2019-07-29
646,17893.228257817427,2019-07-30
647,18394.13582669835,2019-07-31
648,18242.96197258212,2019-08-01
649,18179.855127465715,2019-08-02
650,17529.650274533626,2019-08-05
651,17824.336605968685,2019-08-06
652,17845.270005817667,2019-08-07
653,18096.824428532655,2019-08-08
654,18541.245736518595,2019-08-09
655,18863.124511657497,2019-08-12
656,19173.452297487616,2019-08-13
657,18610.71346485773,2019-08-14
658,18562.955916044222,2019-08-15
659,18969.03463135015,2019-08-16
660,19167.363864011102,2019-08-19
661,18945.864454230832,2019-08-20
662,19072.449276747055,2019-08-21
663,19093.001019643725,2019-08-22
664,18540.53406526701,2019-08-23
665,18990.031250345826,2019-08-26
666,18978.03014300313,2019-08-27
667,19093.943818961645,2019-08-28
668,19188.63048392524,2019-08-29
669,19266.581550105748,2019-08-30
670,18958.27156880292,2019-09-03
671,19087.472136621964,2019-09-04
672,19295.339980603898,2019-09-05
673,19287.527990200542,2019-09-06
674,19022.47361608577,2019-09-09
675,18697.58180282514,2019-09-10
676,18787.315349588167,2019-09-11
677,18680.43819840895,2019-09-12
678,18700.857865768015,2019-09-13
679,18611.452762405126,2019-09-16
680,18811.794604226594,2019-09-17
681,18737.39932180922,2019-09-18
682,18725.176958112013,2019-09-19
683,18735.591786799643,2019-09-20
684,18831.953803237353,2019-09-23
685,18737.92471089109,2019-09-24
