,portfolio,date
582,14908.755221660702,2019-04-29
583,14693.899738332038,2019-04-30
584,15109.52438039246,2019-05-01
585,15026.661340083563,2019-05-02
586,15209.761679404668,2019-05-03
587,15034.428819586665,2019-05-06
588,14681.834281741681,2019-05-07
589,14636.921436451086,2019-05-08
590,14542.112524366688,2019-05-09
591,14399.481543208245,2019-05-10
592,13726.524498014945,2019-05-13
593,13883.291159812392,2019-05-14
594,14033.655467531567,2019-05-15
595,14043.799163862506,2019-05-16
596,13980.09195176431,2019-05-17
597,13677.401227493221,2019-05-20
598,13869.533058706445,2019-05-21
599,13730.562612762167,2019-05-22
600,13585.405019297192,2019-05-23
601,13537.33767796063,2019-05-24
602,13436.71592109102,2019-05-28
603,13400.58692965502,2019-05-29
604,13440.838118268855,2019-05-30
605,13202.154867637471,2019-05-31
606,13202.164978254483,2019-06-03
607,13581.418788893567,2019-06-04
608,13733.60285453785,2019-06-05
609,13878.556040380005,2019-06-06
610,14157.109806371114,2019-06-07
611,14300.143709406482,2019-06-10
612,14395.292970439417,2019-06-11
613,14360.810412326111,2019-06-12
614,14372.788746394304,2019-06-13
615,14295.547021607925,2019-06-14
616,14382.82581623153,2019-06-17
617,14683.926878232449,2019-06-18
618,14698.999240867215,2019-06-19
619,14803.356094865863,2019-06-20
620,14777.273183407126,2019-06-21
621,14747.865915389866,2019-06-24
622,14562.125615087458,2019-06-25
623,14780.43508878294,2019-06-26
624,14789.612959736642,2019-06-27
625,14695.89956398581,2019-06-28
626,14868.782349218996,2019-07-01
627,14926.469171139766,2019-07-02
628,15045.848628179776,2019-07-03
629,14999.320336154551,2019-07-05
630,14762.173126660839,2019-07-08
631,14827.179610101903,2019-07-09
632,14955.950372980744,2019-07-10
633,14859.284301962287,2019-07-11
634,14910.87312257749,2019-07-12
635,15028.285533160437,2019-07-15
636,14980.288487457614,2019-07-16
637,14902.672734875616,2019-07-17
638,15034.361625949747,2019-07-18
639,14859.006698316643,2019-07-19
640,15059.701761321985,2019-07-22
641,15175.021481685104,2019-07-23
642,15129.52996221311,2019-07-24
643,15045.369207330856,2019-07-25
644,15057.023531297262,2019-07-26
645,15130.916048818151,2019-07-29
646,15084.636482104252,2019-07-30
647,15171.159387532583,2019-07-31
648,14961.37575705547,2019-08-01
649,14717.4369899855,2019-08-02
650,14162.787833103466,2019-08-05
651,14373.578565823467,2019-08-06
652,14406.36609222567,2019-08-07
653,14650.118964142566,2019-08-08
654,14567.66223437128,2019-08-09
655,14397.066208408947,2019-08-12
656,14784.022924242177,2019-08-13
657,14320.8712683773,2019-08-14
658,14202.419372093256,2019-08-15
659,14468.279503436363,2019-08-16
660,14647.609103202773,2019-08-19
661,14589.523884075099,2019-08-20
662,14730.211131664946,2019-08-21
663,14720.537950388207,2019-08-22
664,14256.87964418049,2019-08-23
665,14493.871174619964,2019-08-26
666,14412.87770258541,2019-08-27
667,14517.020926687801,2019-08-28
668,14668.073230802154,2019-08-29
669,14704.663998513943,2019-08-30
670,14456.387546684395,2019-09-03
671,14621.072096830878,2019-09-04
672,14839.517077323824,2019-09-05
673,14843.137740912387,2019-09-06
674,14774.731985445493,2019-09-09
675,14705.563161180813,2019-09-10
676,14942.60979783165,2019-09-11
677,14920.103630980298,2019-09-12
678,14848.87913580592,2019-09-13
